"2017-01-06 09:56:57","SQLSTATE[HY000] [2002] No connection could be made because the target machine actively refused it.
"
"2017-01-06 11:52:49","SQLSTATE[HY000] [1045] Accès refusé pour l'utilisateur: ''@'@localhost' (mot de passe: NON)"
